Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2024-05-13,10:50 AM,52 °F,48 °F,88 %,ENE,20 mph,0 mph,29.70 in,0.0 in,
2024-05-13,11:20 AM,52 °F,48 °F,88 %,ENE,21 mph,0 mph,29.70 in,0.0 in,
2024-05-13,11:50 AM,54 °F,48 °F,82 %,ENE,17 mph,0 mph,29.70 in,0.0 in,
2024-05-13,12:20 PM,54 °F,48 °F,82 %,ENE,17 mph,0 mph,29.70 in,0.0 in,
2024-05-13,12:50 PM,54 °F,48 °F,82 %,ENE,17 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,1:20 PM,54 °F,48 °F,82 %,ENE,16 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,1:50 PM,54 °F,48 °F,82 %,ENE,16 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,2:20 PM,55 °F,46 °F,72 %,ENE,15 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,2:50 PM,55 °F,46 °F,72 %,ENE,17 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,3:20 PM,55 °F,45 °F,67 %,ENE,17 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,3:50 PM,55 °F,46 °F,72 %,ENE,16 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,4:20 PM,55 °F,46 °F,72 %,ENE,15 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,4:50 PM,57 °F,46 °F,67 %,ENE,12 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,5:20 PM,57 °F,46 °F,67 %,ENE,12 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,5:50 PM,57 °F,43 °F,59 %,ENE,14 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,6:20 PM,55 °F,43 °F,63 %,ENE,13 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2024-05-13,6:50 PM,57 °F,43 °F,59 %,ENE,13 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-13,7:20 PM,55 °F,41 °F,58 %,ENE,12 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
2024-05-13,7:50 PM,54 °F,41 °F,62 %,ENE,13 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
2024-05-13,8:20 PM,54 °F,43 °F,67 %,ENE,9 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
2024-05-13,8:50 PM,52 °F,43 °F,71 %,NE,8 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2024-05-13,9:20 PM,52 °F,45 °F,76 %,NE,7 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2024-05-13,9:50 PM,50 °F,45 °F,82 %,ENE,7 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2024-05-13,10:20 PM,50 °F,45 °F,82 %,ENE,7 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2024-05-13,10:50 PM,50 °F,43 °F,76 %,ENE,6 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
2024-05-13,11:20 PM,50 °F,43 °F,76 %,ENE,5 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-13,11:50 PM,48 °F,43 °F,82 %,ENE,6 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-14,12:20 AM,50 °F,43 °F,76 %,ENE,6 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-14,12:50 AM,48 °F,43 °F,82 %,NE,6 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,1:20 AM,46 °F,43 °F,87 %,NE,5 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,1:50 AM,46 °F,43 °F,87 %,NE,7 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,2:20 AM,46 °F,43 °F,87 %,ENE,6 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,2:50 AM,46 °F,43 °F,87 %,ENE,6 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,3:20 AM,46 °F,43 °F,87 %,NE,5 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,3:50 AM,45 °F,43 °F,93 %,ENE,5 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,4:20 AM,45 °F,43 °F,93 %,ENE,5 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,4:50 AM,45 °F,41 °F,87 %,NE,5 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,5:20 AM,43 °F,41 °F,93 %,ESE,5 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,5:50 AM,43 °F,39 °F,87 %,NE,5 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-14,6:20 AM,45 °F,41 °F,87 %,NE,3 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-14,6:50 AM,45 °F,41 °F,87 %,ENE,6 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,7:20 AM,50 °F,45 °F,82 %,VAR,2 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,7:50 AM,54 °F,45 °F,72 %,VAR,2 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,8:20 AM,54 °F,45 °F,72 %,VAR,1 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,8:50 AM,55 °F,45 °F,67 %,VAR,2 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,9:20 AM,57 °F,41 °F,55 %,E,5 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,9:50 AM,55 °F,39 °F,54 %,VAR,2 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-14,10:20 AM,59 °F,39 °F,48 %,VAR,3 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-14,10:50 AM,57 °F,43 °F,59 %,E,5 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-14,11:20 AM,61 °F,41 °F,48 %,VAR,2 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-14,11:50 AM,61 °F,39 °F,45 %,VAR,5 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-14,12:20 PM,63 °F,37 °F,39 %,VAR,5 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-14,12:50 PM,61 °F,41 °F,48 %,VAR,6 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-14,1:20 PM,63 °F,39 °F,42 %,WSW,7 mph,0 mph,29.70 in,0.0 in,Partly Cloudy
2024-05-14,1:50 PM,63 °F,37 °F,39 %,VAR,5 mph,0 mph,29.70 in,0.0 in,Partly Cloudy
2024-05-14,2:20 PM,63 °F,37 °F,39 %,WSW,9 mph,0 mph,29.70 in,0.0 in,Partly Cloudy
2024-05-14,2:50 PM,63 °F,39 °F,42 %,VAR,3 mph,0 mph,29.70 in,0.0 in,Partly Cloudy
2024-05-14,3:20 PM,61 °F,39 °F,45 %,SSW,9 mph,0 mph,29.70 in,0.0 in,Partly Cloudy
2024-05-14,3:50 PM,63 °F,45 °F,52 %,ENE,7 mph,0 mph,29.70 in,0.0 in,Partly Cloudy
2024-05-14,4:20 PM,61 °F,43 °F,52 %,ENE,10 mph,0 mph,29.70 in,0.0 in,Partly Cloudy
2024-05-14,4:50 PM,63 °F,45 °F,52 %,ENE,13 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-14,5:20 PM,63 °F,45 °F,52 %,ENE,14 mph,0 mph,29.67 in,0.0 in,Fair
2024-05-14,5:50 PM,63 °F,45 °F,52 %,ENE,15 mph,0 mph,29.67 in,0.0 in,Fair
2024-05-14,6:20 PM,63 °F,43 °F,48 %,ENE,15 mph,0 mph,29.67 in,0.0 in,Fair
2024-05-14,6:50 PM,61 °F,43 °F,52 %,ENE,12 mph,0 mph,29.67 in,0.0 in,Fair
2024-05-14,7:20 PM,61 °F,43 °F,52 %,NE,15 mph,0 mph,29.67 in,0.0 in,Fair
2024-05-14,7:50 PM,59 °F,41 °F,51 %,NE,12 mph,0 mph,29.67 in,0.0 in,Fair
2024-05-14,8:20 PM,57 °F,43 °F,59 %,NE,12 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-14,8:50 PM,55 °F,41 °F,58 %,ENE,10 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-14,9:20 PM,55 °F,41 °F,58 %,ENE,10 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-14,9:50 PM,54 °F,39 °F,58 %,ENE,9 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-14,10:20 PM,54 °F,39 °F,58 %,ENE,8 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-14,10:50 PM,52 °F,37 °F,58 %,ENE,7 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-14,11:20 PM,54 °F,37 °F,54 %,ENE,8 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-14,11:50 PM,54 °F,36 °F,51 %,ENE,9 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,12:20 AM,52 °F,36 °F,54 %,ENE,9 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,12:50 AM,52 °F,36 °F,54 %,ENE,8 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,1:20 AM,50 °F,34 °F,54 %,ENE,9 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,1:50 AM,48 °F,34 °F,57 %,ENE,7 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,2:20 AM,48 °F,34 °F,57 %,ENE,7 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,2:50 AM,48 °F,34 °F,57 %,ENE,3 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,3:20 AM,48 °F,34 °F,57 %,ENE,5 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,3:50 AM,48 °F,34 °F,57 %,ENE,5 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,4:20 AM,46 °F,36 °F,66 %,ENE,6 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,4:50 AM,46 °F,37 °F,71 %,ENE,5 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,5:20 AM,45 °F,37 °F,76 %,ENE,7 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,5:50 AM,45 °F,37 °F,76 %,NE,7 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,6:20 AM,45 °F,39 °F,81 %,ENE,8 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,6:50 AM,46 °F,37 °F,71 %,ENE,7 mph,0 mph,29.70 in,0.0 in,Fair
2024-05-15,7:20 AM,52 °F,37 °F,58 %,ENE,7 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,7:50 AM,54 °F,39 °F,58 %,ENE,8 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,8:20 AM,57 °F,41 °F,55 %,E,5 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,8:50 AM,59 °F,43 °F,55 %,ENE,9 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,9:20 AM,61 °F,41 °F,48 %,NE,12 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,9:50 AM,63 °F,41 °F,45 %,NE,10 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,10:20 AM,64 °F,34 °F,32 %,ENE,12 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-15,10:50 AM,64 °F,34 °F,32 %,ENE,14 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,11:20 AM,64 °F,34 °F,32 %,ENE,14 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,11:50 AM,66 °F,34 °F,30 %,ENE,12 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-15,12:20 PM,66 °F,36 °F,32 %,VAR,12 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,12:50 PM,66 °F,37 °F,35 %,ENE,13 mph,24 mph,29.72 in,0.0 in,Fair
2024-05-15,1:20 PM,68 °F,37 °F,33 %,VAR,13 mph,30 mph,29.72 in,0.0 in,Fair
2024-05-15,1:50 PM,66 °F,39 °F,37 %,ENE,15 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,2:20 PM,66 °F,39 °F,37 %,ENE,15 mph,0 mph,29.72 in,0.0 in,Fair
2024-05-15,2:50 PM,66 °F,41 °F,40 %,ENE,16 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
2024-05-15,3:20 PM,66 °F,39 °F,37 %,NE,16 mph,0 mph,29.72 in,0.0 in,Partly Cloudy
2024-05-15,3:50 PM,66 °F,41 °F,40 %,ENE,18 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
2024-05-15,4:20 PM,64 °F,39 °F,40 %,ENE,16 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
2024-05-15,4:50 PM,64 °F,39 °F,40 %,NE,18 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-15,5:20 PM,63 °F,43 °F,48 %,NE,20 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-15,5:50 PM,61 °F,43 °F,52 %,ENE,17 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-15,6:20 PM,61 °F,45 °F,55 %,NE,18 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-15,6:50 PM,59 °F,43 °F,55 %,NE,18 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-15,7:20 PM,59 °F,46 °F,63 %,NE,16 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-15,7:50 PM,57 °F,46 °F,67 %,NE,17 mph,0 mph,29.75 in,0.0 in,Fair
2024-05-15,8:20 PM,57 °F,46 °F,67 %,NE,16 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-15,8:50 PM,55 °F,48 °F,77 %,NE,15 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-15,9:20 PM,55 °F,46 °F,72 %,ENE,14 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-15,9:50 PM,55 °F,46 °F,72 %,NE,13 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-15,10:20 PM,54 °F,48 °F,82 %,NE,12 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-15,10:50 PM,54 °F,48 °F,82 %,ENE,10 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-15,11:20 PM,55 °F,48 °F,77 %,ENE,10 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-15,11:50 PM,54 °F,48 °F,82 %,NE,9 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,12:20 AM,54 °F,48 °F,82 %,NE,9 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,12:50 AM,54 °F,48 °F,82 %,NE,8 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,1:20 AM,52 °F,46 °F,82 %,NE,6 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,1:50 AM,52 °F,46 °F,82 %,NE,8 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,2:20 AM,52 °F,46 °F,82 %,ENE,7 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,2:50 AM,50 °F,46 °F,87 %,NE,6 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,3:20 AM,48 °F,46 °F,93 %,ENE,7 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,3:50 AM,48 °F,46 °F,93 %,ENE,6 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,4:20 AM,48 °F,46 °F,93 %,ENE,6 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,4:50 AM,48 °F,46 °F,93 %,ENE,7 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,5:20 AM,50 °F,46 °F,87 %,ENE,7 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,5:50 AM,50 °F,46 °F,87 %,ENE,8 mph,0 mph,29.78 in,0.0 in,Fair
2024-05-16,6:20 AM,52 °F,46 °F,82 %,NE,8 mph,0 mph,29.81 in,0.0 in,Fair
2024-05-16,6:50 AM,54 °F,48 °F,82 %,NE,9 mph,0 mph,29.81 in,0.0 in,Fair
2024-05-16,7:20 AM,54 °F,48 °F,82 %,NE,8 mph,0 mph,29.81 in,0.0 in,Fair
2024-05-16,7:50 AM,55 °F,50 °F,82 %,ENE,8 mph,0 mph,29.81 in,0.0 in,Fair
2024-05-16,8:20 AM,57 °F,50 °F,77 %,ENE,9 mph,0 mph,29.81 in,0.0 in,Partly Cloudy
2024-05-16,8:50 AM,59 °F,48 °F,67 %,ENE,10 mph,0 mph,29.81 in,0.0 in,Partly Cloudy
2024-05-16,9:20 AM,61 °F,50 °F,68 %,ENE,10 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,9:50 AM,59 °F,48 °F,67 %,ENE,12 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,10:20 AM,63 °F,45 °F,52 %,ENE,9 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,10:50 AM,61 °F,45 °F,55 %,ENE,9 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,11:20 AM,63 °F,46 °F,55 %,ENE,9 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,11:50 AM,63 °F,46 °F,55 %,ENE,8 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,12:20 PM,64 °F,48 °F,56 %,VAR,7 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,12:50 PM,66 °F,48 °F,52 %,NE,9 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,1:20 PM,66 °F,48 °F,52 %,ENE,12 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,1:50 PM,66 °F,48 °F,52 %,ENE,12 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,2:20 PM,66 °F,48 °F,52 %,ENE,12 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,2:50 PM,66 °F,48 °F,52 %,NE,13 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,3:20 PM,66 °F,50 °F,56 %,ENE,15 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,3:50 PM,66 °F,48 °F,52 %,ENE,14 mph,0 mph,29.81 in,0.0 in,Partly Cloudy
2024-05-16,4:20 PM,64 °F,48 °F,56 %,ENE,15 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,4:50 PM,64 °F,48 °F,56 %,ENE,15 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2024-05-16,5:20 PM,63 °F,48 °F,59 %,ENE,16 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2024-05-16,5:50 PM,63 °F,48 °F,59 %,ENE,15 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2024-05-16,6:20 PM,63 °F,46 °F,55 %,ENE,17 mph,0 mph,29.81 in,0.0 in,Fair
2024-05-16,6:50 PM,61 °F,46 °F,59 %,ENE,16 mph,0 mph,29.81 in,0.0 in,Fair
2024-05-16,7:20 PM,59 °F,45 °F,59 %,NE,17 mph,0 mph,29.81 in,0.0 in,Fair
2024-05-16,7:50 PM,59 °F,45 °F,59 %,NE,16 mph,0 mph,29.81 in,0.0 in,Fair
